station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
06C,2021-01-02 04:35,-88.1012,41.9893,243.48,27.50,26.20,94.78,0.00,0.00,0.00,30.03,null,2.50,null,OVC,null,null,null,400.00,null,null,null,null,null,null,null,null,null,null,null,K06C 021035Z AUTO 00000KT 2 1/2SM OVC004 M02/M03 A3003 RMK AO2 T10251032
06C,2021-01-02 04:55,-88.1012,41.9893,243.48,27.30,25.90,94.38,0.00,0.00,0.00,30.04,null,2.50,null,OVC,null,null,null,400.00,null,null,null,null,null,null,null,null,null,null,null,K06C 021055Z AUTO 00000KT 2 1/2SM OVC004 M03/M03 A3004 RMK AO2 T10261034
06C,2021-01-02 05:15,-88.1012,41.9893,243.48,27.10,25.70,94.37,0.00,0.00,0.00,30.06,null,2.00,null,OVC,null,null,null,400.00,null,null,null,null,null,null,null,null,null,null,null,K06C 021115Z AUTO 00000KT 2SM OVC004 M03/M03 A3006 RMK AO2 T10271035
06C,2021-01-02 05:35,-88.1012,41.9893,243.48,26.80,25.50,94.76,0.00,0.00,0.00,30.06,null,2.00,null,OVC,null,null,null,400.00,null,null,null,null,null,null,null,null,null,null,null,K06C 021135Z AUTO 00000KT 2SM OVC004 M03/M04 A3006 RMK AO2 T10291036
06C,2021-01-02 05:55,-88.1012,41.9893,243.48,26.60,25.50,95.54,0.00,0.00,0.00,30.06,null,2.00,null,OVC,null,null,null,400.00,null,null,null,null,null,null,null,null,null,null,null,K06C 021155Z AUTO 00000KT 2SM OVC004 M03/M04 A3006 RMK AO2 70032 T10301036 10000 21030
06C,2021-01-02 06:15,-88.1012,41.9893,243.48,26.60,25.50,95.54,0.00,0.00,0.00,30.07,null,2.50,null,OVC,null,null,null,400.00,null,null,null,null,null,null,null,null,null,null,null,K06C 021215Z AUTO 00000KT 2 1/2SM OVC004 M03/M04 A3007 RMK AO2 T10301036
06C,2021-01-02 06:35,-88.1012,41.9893,243.48,26.60,25.50,95.54,0.00,0.00,0.00,30.08,null,3.00,null,OVC,null,null,null,400.00,null,null,null,null,null,null,null,null,null,null,null,K06C 021235Z AUTO 00000KT 3SM OVC004 M03/M04 A3008 RMK AO2 T10301036
06C,2021-01-02 06:55,-88.1012,41.9893,243.48,26.60,25.50,95.54,330.00,3.00,0.00,30.08,null,4.00,null,OVC,null,null,null,800.00,null,null,null,null,null,null,null,null,null,null,22.52,K06C 021255Z AUTO 33003KT 4SM OVC008 M03/M04 A3008 RMK AO2 T10301036
06C,2021-01-02 07:15,-88.1012,41.9893,243.48,26.60,25.20,94.36,0.00,0.00,0.00,30.09,null,5.00,null,BKN,OVC,null,null,500.00,1000.00,null,null,null,null,null,null,null,null,null,null,K06C 021315Z AUTO 00000KT 5SM BKN005 OVC010 M03/M04 A3009 RMK AO2 T10301038
06C,2021-01-02 07:35,-88.1012,41.9893,243.48,26.60,25.20,94.36,340.00,4.00,0.00,30.10,null,3.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,21.11,K06C 021335Z AUTO 34004KT 3SM OVC005 M03/M04 A3010 RMK AO2 T10301038
06C,2021-01-02 07:55,-88.1012,41.9893,243.48,26.60,25.00,93.58,0.00,0.00,0.00,30.10,null,3.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,null,K06C 021355Z AUTO 00000KT 3SM OVC005 M03/M04 A3010 RMK AO2 T10301039
06C,2021-01-02 08:15,-88.1012,41.9893,243.48,27.10,25.50,93.59,350.00,5.00,0.00,30.09,null,3.00,null,SCT,OVC,null,null,500.00,1000.00,null,null,null,null,null,null,null,null,null,20.58,K06C 021415Z AUTO 35005KT 3SM SCT005 OVC010 M03/M04 A3009 RMK AO2 T10271036
06C,2021-01-02 08:35,-88.1012,41.9893,243.48,27.00,25.30,93.20,0.00,0.00,0.00,30.10,null,4.00,null,SCT,OVC,null,null,600.00,1000.00,null,null,null,null,null,null,null,null,null,null,K06C 021435Z AUTO 00000KT 4SM SCT006 OVC010 M03/M04 A3010 RMK AO2 T10281037
06C,2021-01-02 08:55,-88.1012,41.9893,243.48,27.30,25.70,93.60,340.00,4.00,0.00,30.10,null,4.00,null,OVC,null,null,null,1000.00,null,null,null,null,null,null,null,null,null,null,21.93,K06C 021455Z AUTO 34004KT 4SM OVC010 M03/M03 A3010 RMK AO2 T10261035
06C,2021-01-02 09:15,-88.1012,41.9893,243.48,27.70,26.10,93.61,0.00,0.00,0.00,30.10,null,4.00,null,OVC,null,null,null,1200.00,null,null,null,null,null,null,null,null,null,null,null,K06C 021515Z AUTO 00000KT 4SM OVC012 M02/M03 A3010 RMK AO2 T10241033
06C,2021-01-02 09:35,-88.1012,41.9893,243.48,28.20,26.20,92.09,0.00,0.00,0.00,30.11,null,4.00,null,OVC,null,null,null,1200.00,null,null,null,null,null,null,null,null,null,null,null,K06C 021535Z AUTO 00000KT 4SM OVC012 M02/M03 A3011 RMK AO2 T10211032
06C,2021-01-02 09:55,-88.1012,41.9893,243.48,28.60,26.60,92.10,0.00,0.00,0.00,30.11,null,4.00,null,OVC,null,null,null,1200.00,null,null,null,null,null,null,null,null,null,null,null,K06C 021555Z AUTO 00000KT 4SM OVC012 M02/M03 A3011 RMK AO2 T10191030
06C,2021-01-02 10:15,-88.1012,41.9893,243.48,29.10,26.60,90.24,0.00,0.00,0.00,30.11,null,4.00,null,OVC,null,null,null,1200.00,null,null,null,null,null,null,null,null,null,null,null,K06C 021615Z AUTO 00000KT 4SM OVC012 M02/M03 A3011 RMK AO2 T10161030
06C,2021-01-02 10:35,-88.1012,41.9893,243.48,29.30,27.10,91.37,0.00,0.00,0.00,30.10,null,4.00,null,OVC,null,null,null,1400.00,null,null,null,null,null,null,null,null,null,null,null,K06C 021635Z AUTO 00000KT 4SM OVC014 M01/M03 A3010 RMK AO2 T10151027
06C,2021-01-02 10:55,-88.1012,41.9893,243.48,30.00,27.50,90.28,0.00,0.00,0.00,30.10,null,4.00,null,OVC,null,null,null,1400.00,null,null,null,null,null,null,null,null,null,null,null,K06C 021655Z AUTO 00000KT 4SM OVC014 M01/M02 A3010 RMK AO2 T10111025
06C,2021-01-02 11:15,-88.1012,41.9893,243.48,30.60,28.00,89.93,0.00,0.00,0.00,30.09,null,4.00,null,OVC,null,null,null,1400.00,null,null,null,null,null,null,null,null,null,null,null,K06C 021715Z AUTO 00000KT 4SM OVC014 M01/M02 A3009 RMK AO2 T10081022
06C,2021-01-02 11:35,-88.1012,41.9893,243.48,30.90,28.40,90.31,0.00,0.00,0.00,30.08,null,4.00,null,OVC,null,null,null,1400.00,null,null,null,null,null,null,null,null,null,null,null,K06C 021735Z AUTO 00000KT 4SM OVC014 M01/M02 A3008 RMK AO2 T10061020
06C,2021-01-02 11:55,-88.1012,41.9893,243.48,31.50,28.90,89.97,0.00,0.00,0.00,30.07,null,4.00,null,OVC,null,null,null,1400.00,null,null,null,null,null,null,null,null,null,null,null,K06C 021755Z AUTO 00000KT 4SM OVC014 00/M02 A3007 RMK AO2 T10031017 11003 21030
06C,2021-01-02 12:15,-88.1012,41.9893,243.48,31.60,28.80,89.24,0.00,0.00,0.00,30.06,null,5.00,null,SCT,OVC,null,null,700.00,1400.00,null,null,null,null,null,null,null,null,null,null,K06C 021815Z AUTO 00000KT 5SM SCT007 OVC014 00/M02 A3006 RMK AO2 T10021018
06C,2021-01-02 12:35,-88.1012,41.9893,243.48,32.00,29.10,88.90,0.00,0.00,0.00,30.05,null,5.00,null,SCT,OVC,null,null,700.00,1400.00,null,null,null,null,null,null,null,null,null,null,K06C 021835Z AUTO 00000KT 5SM SCT007 OVC014 00/M02 A3005 RMK AO2 T00001016
06C,2021-01-02 12:55,-88.1012,41.9893,243.48,32.40,29.70,89.64,0.00,0.00,0.00,30.05,null,5.00,null,SCT,OVC,null,null,700.00,1400.00,null,null,null,null,null,null,null,null,null,null,K06C 021855Z AUTO 00000KT 5SM SCT007 OVC014 00/M01 A3005 RMK AO2 T00021013
06C,2021-01-02 13:15,-88.1012,41.9893,243.48,32.40,29.50,88.92,0.00,0.00,0.00,30.05,null,5.00,null,OVC,null,null,null,1400.00,null,null,null,null,null,null,null,null,null,null,null,K06C 021915Z AUTO 00000KT 5SM OVC014 00/M01 A3005 RMK AO2 T00021014
06C,2021-01-02 13:35,-88.1012,41.9893,243.48,33.30,29.80,86.81,0.00,0.00,0.00,30.04,null,7.00,null,SCT,OVC,null,null,900.00,1400.00,null,null,null,null,null,null,null,null,null,null,K06C 021935Z AUTO 00000KT 7SM SCT009 OVC014 01/M01 A3004 RMK AO2 T00071012
06C,2021-01-02 13:55,-88.1012,41.9893,243.48,32.20,29.30,88.91,0.00,0.00,0.00,30.05,null,5.00,null,BKN,OVC,null,null,900.00,1400.00,null,null,null,null,null,null,null,null,null,null,K06C 021955Z AUTO 00000KT 5SM BKN009 OVC014 00/M01 A3005 RMK AO2 T00011015
06C,2021-01-02 14:15,-88.1012,41.9893,243.48,32.50,29.70,89.28,0.00,0.00,0.00,30.05,null,5.00,null,OVC,null,null,null,1100.00,null,null,null,null,null,null,null,null,null,null,null,K06C 022015Z AUTO 00000KT 5SM OVC011 00/M01 A3005 RMK AO2 T00031013
06C,2021-01-02 14:35,-88.1012,41.9893,243.48,32.90,29.80,88.22,0.00,0.00,0.00,30.03,null,7.00,null,OVC,null,null,null,1100.00,null,null,null,null,null,null,null,null,null,null,null,K06C 022035Z AUTO 00000KT 7SM OVC011 01/M01 A3003 RMK AO2 T00051012
06C,2021-01-02 14:55,-88.1012,41.9893,243.48,32.90,30.00,88.94,0.00,0.00,0.00,30.03,null,7.00,null,OVC,null,null,null,1100.00,null,null,null,null,null,null,null,null,null,null,null,K06C 022055Z AUTO 00000KT 7SM OVC011 01/M01 A3003 RMK AO2 T00051011
06C,2021-01-02 15:15,-88.1012,41.9893,243.48,33.10,30.00,88.23,0.00,0.00,0.00,30.03,null,7.00,null,OVC,null,null,null,1100.00,null,null,null,null,null,null,null,null,null,null,null,K06C 022115Z AUTO 00000KT 7SM OVC011 01/M01 A3003 RMK AO2 T00061011
06C,2021-01-02 15:35,-88.1012,41.9893,243.48,32.90,30.20,89.67,0.00,0.00,0.00,30.03,null,5.00,null,OVC,null,null,null,1300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 022135Z AUTO 00000KT 5SM OVC013 01/M01 A3003 RMK AO2 T00051010
06C,2021-01-02 15:55,-88.1012,41.9893,243.48,32.90,30.20,89.67,30.00,3.00,0.00,30.03,null,5.00,null,OVC,null,null,null,1300.00,null,null,null,null,null,null,null,null,null,null,29.72,K06C 022155Z AUTO 03003KT 5SM OVC013 01/M01 A3003 RMK AO2 T00051010
06C,2021-01-02 16:15,-88.1012,41.9893,243.48,33.10,30.70,90.77,0.00,0.00,0.00,30.03,null,5.00,null,OVC,null,null,null,1300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 022215Z AUTO 00000KT 5SM OVC013 01/M01 A3003 RMK AO2 T00061007
06C,2021-01-02 16:35,-88.1012,41.9893,243.48,32.90,30.70,91.51,40.00,5.00,0.00,30.02,null,5.00,null,OVC,null,null,null,1500.00,null,null,null,null,null,null,null,null,null,null,27.46,K06C 022235Z AUTO 04005KT 5SM OVC015 01/M01 A3002 RMK AO2 T00051007
06C,2021-01-02 16:55,-88.1012,41.9893,243.48,32.50,30.60,92.61,0.00,0.00,0.00,30.02,null,7.00,null,OVC,null,null,null,1300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 022255Z AUTO 00000KT 7SM OVC013 00/M01 A3002 RMK AO2 T00031008
06C,2021-01-02 17:15,-88.1012,41.9893,243.48,32.40,30.40,92.23,70.00,4.00,0.00,30.03,null,7.00,null,OVC,null,null,null,1300.00,null,null,null,null,null,null,null,null,null,null,27.89,K06C 022315Z AUTO 07004KT 7SM OVC013 00/M01 A3003 RMK AO2 T00021009
06C,2021-01-02 17:35,-88.1012,41.9893,243.48,32.20,30.20,92.23,0.00,0.00,0.00,30.03,null,5.00,null,OVC,null,null,null,1100.00,null,null,null,null,null,null,null,null,null,null,null,K06C 022335Z AUTO 00000KT 5SM OVC011 00/M01 A3003 RMK AO2 T00011010
06C,2021-01-02 17:55,-88.1012,41.9893,243.48,32.00,30.20,92.97,0.00,0.00,0.00,30.03,null,5.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,null,K06C 022355Z AUTO 00000KT 5SM OVC009 00/M01 A3003 RMK AO2 T00001010 10008 21003
06C,2021-01-02 18:15,-88.1012,41.9893,243.48,32.00,30.00,92.22,0.00,0.00,0.00,30.03,null,5.00,null,OVC,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030015Z AUTO 00000KT 5SM OVC007 00/M01 A3003 RMK AO2 T00001011
06C,2021-01-02 18:35,-88.1012,41.9893,243.48,32.00,30.00,92.22,0.00,0.00,0.00,30.03,null,5.00,null,OVC,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030035Z AUTO 00000KT 5SM OVC007 00/M01 A3003 RMK AO2 T00001011
06C,2021-01-02 18:55,-88.1012,41.9893,243.48,32.00,30.20,92.97,0.00,0.00,0.00,30.03,null,5.00,null,OVC,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030055Z AUTO 00000KT 5SM OVC007 00/M01 A3003 RMK AO2 T00001010
06C,2021-01-02 19:15,-88.1012,41.9893,243.48,32.00,30.20,92.97,0.00,0.00,0.00,30.02,null,5.00,null,OVC,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030115Z AUTO 00000KT 5SM OVC007 00/M01 A3002 RMK AO2 T00001010
06C,2021-01-02 19:35,-88.1012,41.9893,243.48,32.00,30.20,92.97,0.00,0.00,0.00,30.01,null,4.00,null,OVC,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030135Z AUTO 00000KT 4SM OVC007 00/M01 A3001 RMK AO2 T00001010
06C,2021-01-02 19:55,-88.1012,41.9893,243.48,32.00,30.20,92.97,0.00,0.00,0.00,30.00,null,4.00,null,OVC,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030155Z AUTO 00000KT 4SM OVC007 00/M01 A3000 RMK AO2 T00001010
06C,2021-01-02 20:15,-88.1012,41.9893,243.48,32.00,30.20,92.97,0.00,0.00,0.00,29.99,null,4.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030215Z AUTO 00000KT 4SM OVC005 00/M01 A2999 RMK AO2 T00001010
06C,2021-01-02 20:35,-88.1012,41.9893,243.48,32.00,30.20,92.97,0.00,0.00,0.00,30.00,null,4.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030235Z AUTO 00000KT 4SM OVC005 00/M01 A3000 RMK AO2 T00001010
06C,2021-01-02 20:55,-88.1012,41.9893,243.48,32.00,30.20,92.97,0.00,0.00,0.00,29.99,null,3.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030255Z AUTO 00000KT 3SM OVC005 00/M01 A2999 RMK AO2 T00001010
06C,2021-01-02 21:15,-88.1012,41.9893,243.48,32.00,30.20,92.97,40.00,3.00,0.00,29.98,null,2.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,28.69,K06C 030315Z AUTO 04003KT 2SM OVC005 00/M01 A2998 RMK AO2 T00001010
06C,2021-01-02 21:35,-88.1012,41.9893,243.48,31.80,30.40,94.49,0.00,0.00,0.00,29.98,null,2.00,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030335Z AUTO 00000KT 2SM OVC003 00/M01 A2998 RMK AO2 T10011009
06C,2021-01-02 21:55,-88.1012,41.9893,243.48,31.50,30.20,94.87,0.00,0.00,0.00,29.97,null,1.75,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030355Z AUTO 00000KT 1 3/4SM OVC003 00/M01 A2997 RMK AO2 T10031010
06C,2021-01-02 22:15,-88.1012,41.9893,243.48,31.60,30.20,94.49,0.00,0.00,0.00,29.97,null,1.50,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030415Z AUTO 00000KT 1 1/2SM OVC003 00/M01 A2997 RMK AO2 T10021010
06C,2021-01-02 22:35,-88.1012,41.9893,243.48,31.60,30.60,96.03,0.00,0.00,0.00,29.96,null,1.25,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030435Z AUTO 00000KT 1 1/4SM OVC003 00/M01 A2996 RMK AO2 T10021008
06C,2021-01-02 22:55,-88.1012,41.9893,243.48,31.60,30.40,95.26,0.00,0.00,0.00,29.95,null,1.25,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030455Z AUTO 00000KT 1 1/4SM OVC003 00/M01 A2995 RMK AO2 T10021009
06C,2021-01-02 23:15,-88.1012,41.9893,243.48,31.10,30.20,96.42,0.00,0.00,0.00,29.95,null,1.50,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030515Z AUTO 00000KT 1 1/2SM OVC003 00/M01 A2995 RMK AO2 T10051010
06C,2021-01-02 23:35,-88.1012,41.9893,243.48,31.10,30.20,96.42,0.00,0.00,0.00,29.94,null,1.75,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030535Z AUTO 00000KT 1 3/4SM OVC003 00/M01 A2994 RMK AO2 T10051010
06C,2021-01-02 23:55,-88.1012,41.9893,243.48,30.70,29.80,96.41,0.00,0.00,0.00,29.93,null,1.75,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030555Z AUTO 00000KT 1 3/4SM OVC003 M01/M01 A2993 RMK AO2 T10071012 10000 21007 400081030
06C,2021-01-03 00:15,-88.1012,41.9893,243.48,30.70,29.70,96.02,0.00,0.00,0.00,29.93,null,1.50,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030615Z AUTO 00000KT 1 1/2SM OVC003 M01/M01 A2993 RMK AO2 T10071013
06C,2021-01-03 00:35,-88.1012,41.9893,243.48,30.60,29.70,96.41,0.00,0.00,0.00,29.92,null,1.50,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030635Z AUTO 00000KT 1 1/2SM OVC003 M01/M01 A2992 RMK AO2 T10081013
06C,2021-01-03 00:55,-88.1012,41.9893,243.48,30.20,29.30,96.40,0.00,0.00,0.00,29.92,null,1.50,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030655Z AUTO 00000KT 1 1/2SM OVC003 M01/M01 A2992 RMK AO2 T10101015
06C,2021-01-03 01:15,-88.1012,41.9893,243.48,30.20,29.30,96.40,350.00,3.00,0.00,29.92,null,1.50,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,26.63,K06C 030715Z AUTO 35003KT 1 1/2SM OVC003 M01/M01 A2992 RMK AO2 T10101015
06C,2021-01-03 01:35,-88.1012,41.9893,243.48,30.20,29.30,96.40,0.00,0.00,0.00,29.92,null,1.75,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030735Z AUTO 00000KT 1 3/4SM OVC003 M01/M01 A2992 RMK AO2 T10101015
06C,2021-01-03 01:55,-88.1012,41.9893,243.48,30.20,29.30,96.40,0.00,0.00,0.00,29.91,null,1.25,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030755Z AUTO 00000KT 1 1/4SM OVC003 M01/M01 A2991 RMK AO2 T10101015
06C,2021-01-03 02:15,-88.1012,41.9893,243.48,30.20,29.30,96.40,0.00,0.00,0.00,29.92,null,1.50,null,BKN,OVC,null,null,300.00,1000.00,null,null,null,null,null,null,null,null,null,null,K06C 030815Z AUTO 00000KT 1 1/2SM BKN003 OVC010 M01/M01 A2992 RMK AO2 T10101015
06C,2021-01-03 02:35,-88.1012,41.9893,243.48,30.20,29.30,96.40,0.00,0.00,0.00,29.92,null,1.75,null,BKN,OVC,null,null,500.00,1000.00,null,null,null,null,null,null,null,null,null,null,K06C 030835Z AUTO 00000KT 1 3/4SM BKN005 OVC010 M01/M01 A2992 RMK AO2 T10101015
06C,2021-01-03 02:55,-88.1012,41.9893,243.48,30.20,29.30,96.40,0.00,0.00,0.00,29.93,null,1.50,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,null,K06C 030855Z AUTO 00000KT 1 1/2SM OVC005 M01/M01 A2993 RMK AO2 T10101015
06C,2021-01-03 03:15,-88.1012,41.9893,243.48,30.20,29.30,96.40,0.00,0.00,0.00,29.93,null,1.50,null,BKN,OVC,null,null,500.00,1100.00,null,null,null,null,null,null,null,null,null,null,K06C 030915Z AUTO 00000KT 1 1/2SM BKN005 OVC011 M01/M01 A2993 RMK AO2 T10101015
06C,2021-01-03 03:35,-88.1012,41.9893,243.48,29.80,28.90,96.39,0.00,0.00,0.00,29.93,null,1.75,null,SCT,OVC,null,null,500.00,1100.00,null,null,null,null,null,null,null,null,null,null,K06C 030935Z AUTO 00000KT 1 3/4SM SCT005 OVC011 M01/M02 A2993 RMK AO2 T10121017
06C,2021-01-03 03:55,-88.1012,41.9893,243.48,29.80,28.80,96.00,0.00,0.00,0.00,29.92,null,1.50,null,SCT,OVC,null,null,500.00,1300.00,null,null,null,null,null,null,null,null,null,null,K06C 030955Z AUTO 00000KT 1 1/2SM SCT005 OVC013 M01/M02 A2992 RMK AO2 T10121018
06C,2021-01-03 04:15,-88.1012,41.9893,243.48,29.70,28.40,94.83,0.00,0.00,0.00,29.91,null,2.00,null,SCT,BKN,OVC,null,300.00,1700.00,2400.00,null,null,null,null,null,null,null,null,null,K06C 031015Z AUTO 00000KT 2SM SCT003 BKN017 OVC024 M01/M02 A2991 RMK AO2 T10131020
06C,2021-01-03 04:35,-88.1012,41.9893,243.48,29.70,28.40,94.83,0.00,0.00,0.01,29.91,null,2.00,null,SCT,BKN,OVC,null,300.00,2900.00,3800.00,null,null,null,null,null,null,null,null,null,K06C 031035Z AUTO 00000KT 2SM SCT003 BKN029 OVC038 M01/M02 A2991 RMK AO2 P0001 T10131020
06C,2021-01-03 04:55,-88.1012,41.9893,243.48,29.70,28.40,94.83,0.00,0.00,0.01,29.92,null,2.50,null,BKN,OVC,null,null,2500.00,3900.00,null,null,null,null,null,null,null,null,null,null,K06C 031055Z AUTO 00000KT 2 1/2SM BKN025 OVC039 M01/M02 A2992 RMK AO2 P0001 T10131020
06C,2021-01-03 05:15,-88.1012,41.9893,243.48,29.70,28.40,94.83,0.00,0.00,0.00,29.92,null,2.50,null,SCT,OVC,null,null,2100.00,2600.00,null,null,null,null,null,null,null,null,null,null,K06C 031115Z AUTO 00000KT 2 1/2SM SCT021 OVC026 M01/M02 A2992 RMK AO2 T10131020
06C,2021-01-03 05:35,-88.1012,41.9893,243.48,29.70,28.40,94.83,0.00,0.00,0.00,29.92,null,2.50,null,OVC,null,null,null,2600.00,null,null,null,null,null,null,null,null,null,null,null,K06C 031135Z AUTO 00000KT 2 1/2SM OVC026 M01/M02 A2992 RMK AO2 T10131020
06C,2021-01-03 05:55,-88.1012,41.9893,243.48,29.30,28.40,96.39,0.00,0.00,0.00,29.93,null,3.00,null,BKN,OVC,null,null,1400.00,2600.00,null,null,null,null,null,null,null,null,null,null,K06C 031155Z AUTO 00000KT 3SM BKN014 OVC026 M01/M02 A2993 RMK AO2 60001 70001 T10151020 11007 21015
06C,2021-01-03 06:15,-88.1012,41.9893,243.48,29.30,28.20,95.60,0.00,0.00,0.00,29.92,null,4.00,null,SCT,BKN,OVC,null,400.00,1600.00,10000.00,null,null,null,null,null,null,null,null,null,K06C 031215Z AUTO 00000KT 4SM SCT004 BKN016 OVC100 M01/M02 A2992 RMK AO2 T10151021
06C,2021-01-03 06:35,-88.1012,41.9893,243.48,29.30,28.20,95.60,0.00,0.00,0.00,29.92,null,4.00,null,SCT,BKN,BKN,null,400.00,700.00,1700.00,null,null,null,null,null,null,null,null,null,K06C 031235Z AUTO 00000KT 4SM SCT004 BKN007 BKN017 M01/M02 A2992 RMK AO2 T10151021
06C,2021-01-03 06:55,-88.1012,41.9893,243.48,29.30,28.20,95.60,0.00,0.00,0.00,29.93,null,3.00,null,SCT,BKN,BKN,null,400.00,700.00,12000.00,null,null,null,null,null,null,null,null,null,K06C 031255Z AUTO 00000KT 3SM SCT004 BKN007 BKN120 M01/M02 A2993 RMK AO2 T10151021
06C,2021-01-03 07:15,-88.1012,41.9893,243.48,29.70,28.40,94.83,0.00,0.00,0.00,29.93,null,3.00,null,OVC,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,null,K06C 031315Z AUTO 00000KT 3SM OVC007 M01/M02 A2993 RMK AO2 T10131020
06C,2021-01-03 07:35,-88.1012,41.9893,243.48,30.00,28.90,95.61,0.00,0.00,0.00,29.92,null,1.50,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 031335Z AUTO 00000KT 1 1/2SM OVC003 M01/M02 A2992 RMK AO2 T10111017
06C,2021-01-03 07:55,-88.1012,41.9893,243.48,30.20,29.10,95.62,0.00,0.00,0.00,29.93,null,1.50,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 031355Z AUTO 00000KT 1 1/2SM OVC003 M01/M02 A2993 RMK AO2 T10101016
06C,2021-01-03 08:15,-88.1012,41.9893,243.48,30.00,29.10,96.40,0.00,0.00,0.00,29.94,null,1.25,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 031415Z AUTO 00000KT 1 1/4SM OVC003 M01/M02 A2994 RMK AO2 T10111016
06C,2021-01-03 08:35,-88.1012,41.9893,243.48,30.20,29.30,96.40,0.00,0.00,0.00,29.96,null,1.50,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 031435Z AUTO 00000KT 1 1/2SM OVC003 M01/M01 A2996 RMK AO2 T10101015
06C,2021-01-03 08:55,-88.1012,41.9893,243.48,30.60,29.30,94.85,0.00,0.00,0.00,29.97,null,1.50,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 031455Z AUTO 00000KT 1 1/2SM OVC003 M01/M01 A2997 RMK AO2 T10081015
06C,2021-01-03 09:15,-88.1012,41.9893,243.48,30.60,29.50,95.62,0.00,0.00,0.00,29.97,null,1.50,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 031515Z AUTO 00000KT 1 1/2SM OVC003 M01/M01 A2997 RMK AO2 T10081014
06C,2021-01-03 09:35,-88.1012,41.9893,243.48,30.90,29.80,95.63,0.00,0.00,0.00,29.97,null,1.25,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 031535Z AUTO 00000KT 1 1/4SM OVC003 M01/M01 A2997 RMK AO2 T10061012
06C,2021-01-03 09:55,-88.1012,41.9893,243.48,31.10,30.20,96.42,0.00,0.00,0.00,29.98,null,1.25,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 031555Z AUTO 00000KT 1 1/4SM OVC003 00/M01 A2998 RMK AO2 T10051010
